Fiscal Year,Service,Department,Division,Position Number,Job Title,Total Salary
2017,Community Maintenance and Development,Public Works,Solid Waste,A099-001,Program Assistant/Recycling,33182.00
2017,Community Maintenance and Development,Public Works,Solid Waste,A471-701,Drop Off Monitor/Recycling,38017.00
2017,Community Maintenance and Development,Public Works,Engineering,A540-001,PWD Co-op Student,33091.00
2017,Community Maintenance and Development,Public Works,Engineering,A540-002,PWD Co-op Student,33091.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,A540-003,PWD Co-op Student,33091.00
2017,Community Maintenance and Development,Public Works,Engineering,A901-702,Sewer Use Compliance Officer,68707.00
2017,Community Maintenance and Development,Public Works,Engineering,A903-701,Wastewater Compliance Officer,70047.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C090-002,Admin Assistant,48602.00
2017,Community Maintenance and Development,Public Works,Cemetery,C090-005,Admin Assistant,48602.00
2017,Community Maintenance and Development,Public Works,Administration,C090-009,Admin Assistant,48602.00
2017,Community Maintenance and Development,Public Works,Administration,C092-703,Records Administrator/Police,54994.00
2017,Community Maintenance and Development,Public Works,Administration,C092-704,Records Administrator/Police,54994.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C175-001,Inventory Ctrl Spec (Fleet Ma,59751.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-003,Park Maint Crafts/MEO I,49577.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-004,Park Maint Crafts/MEO I,51550.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-006,Park Maint Crafts/MEO I,41457.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-008,Park Maint Crafts/MEO I,54130.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-010,Park Maint Crafts/MEO I,54732.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-011,Park Maint Crafts/MEO I,54803.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-012,Park Maint Crafts/MEO I,54732.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-013,Park Maint Crafts/MEO I,44062.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C323-014,Park Maint Crafts/MEO I,49577.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C608-001,Working Forepsn Carpenter/LIC,66861.00
2017,Community Maintenance and Development,Public Works,Cemetery,C613-001,Cemetery Maint Craftsperson,49577.00
2017,Community Maintenance and Development,Public Works,Cemetery,C613-002,Cemetery Maint Craftsperson,52377.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C620-003,Gardener,46944.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C623-001,Working Sup/Gardener/Heavy MEO,61547.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C627-002,Wrkg Frpsn Hghwy Maint Crafts,61547.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C637-001,Buildg Maint Crafts/PWD,49577.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-013,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-014,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C644-018,Laborer,38578.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-036,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-039,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-042,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-043,Laborer,40498.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-052,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-054,Laborer,47039.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C644-059,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-061,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-063,Laborer,48581.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-067,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Cemetery,C644-072,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C644-079,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-083,Laborer,39314.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-122,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-123,Laborer,44457.00
2017,Community Maintenance and Development,Public Works,Cemetery,C644-153,Laborer,39394.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-156,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C644-166,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-174,Laborer,44783.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-177,Laborer,43908.00
2017,Community Maintenance and Development,Public Works,Cemetery,C644-180,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-205,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C644-208,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-209,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-212,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-216,Laborer,48517.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-218,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C644-219,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-220,Laborer,44514.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-222,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-230,Laborer,44623.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C644-232,Laborer,48733.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C644-233,Laborer,41732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C665-001,Carpenter,54910.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C666-001,Carpenter/LIC,55053.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C666-002,Carpenter/LIC,60224.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C674-002,Motor Equip Repair Person,54910.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C674-004,Motor Equip Repair Person,54910.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C674-006,Motor Equip Repair Person,54910.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C674-007,Motor Equip Repair Person,54910.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C674-008,Motor Equip Repair Person,54910.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C675-001,Painter,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C675-002,Painter,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C675-012,Painter,54732.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C688-003,Working Foreperson,61547.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C688-005,Working Foreperson,61547.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C688-014,Working Foreperson,61547.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C688-015,Working Foreperson,61547.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C688-016,Working Foreperson,61547.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C689-002,Wrkg Frpsn/Diesel,62679.00
2017,Community Maintenance and Development,Public Works,Cemetery,C689-003,Wrkg Frpsn/Diesel,62679.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C695-001,Highway Maint Craft/MEO I,47788.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C695-003,Highway Maint Craft/MEO I,54732.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C695-004,Highway Maint Craft/MEO I,49483.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C695-006,Highway Maint Craft/MEO I,49577.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C696-001,W.S. High Maint Crafts/MEO IIA,62200.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C711-001,Wrkg Sp/Sewer Sys.Main./MEOIIA,62200.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C713-001,Workng Forepsn Plumb/MEO,76513.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C715-001,Plumber I/Journey,60224.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C716-001,Plumber II/Master,64859.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C719-001,Utility Cvr/Ctch Basn Bldr/MEO,54732.00
2017,Community Maintenance and Development,Public Works,Cemetery,C725-024,Meo III,59495.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,c727-005,Meo II,50492.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C727-013,Meo II,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C727-017,Meo II,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C727-018,Meo II,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C727-024,Meo II,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C727-026,Meo II,54772.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C727-027,Meo II,55357.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C727-028,Meo II,55357.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C728-007,Curbsetter,54732.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C731-049,Skilled Laborer,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-050,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-051,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-052,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-053,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-054,Senior Laborer/Bldg Operations,54696.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-055,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-056,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-057,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-058,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C733-059,Senior Laborer/Bldg Operations,54732.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C736-002,Motor Equip Operator I,47820.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C736-005,Motor Equip Operator I,42746.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C736-034,Motor Equip Operator I,44927.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C743-007,Working Foreperson/Laborer,61547.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C743-010,Working Foreperson/Laborer,61547.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C743-012,Working Foreperson/Laborer,61547.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C743-013,Working Foreperson/Laborer,61547.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C743-014,Working Foreperson/Laborer,51756.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-039,MEO/Laborer/PWD,47525.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-040,MEO/Laborer/PWD,53357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-042,MEO/Laborer/PWD,40645.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-043,MEO/Laborer/PWD,40417.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-044,MEO/Laborer/PWD,47338.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-045,MEO/Laborer/PWD,44927.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-046,MEO/Laborer/PWD,48336.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-047,MEO/Laborer/PWD,43879.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-048,MEO/Laborer/PWD,43022.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-049,MEO/Laborer/PWD,43022.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C745-050,MEO/Laborer/PWD,43022.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C748-001,Meo II/Laborer/PWD,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C748-002,Meo II/Laborer/PWD,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C748-003,Meo II/Laborer/PWD,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C748-004,Meo II/Laborer/PWD,55357.00
2017,Community Maintenance and Development,Public Works,Solid Waste,C748-005,Meo II/Laborer/PWD,55357.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C756-001,Wk.Sp/Tree Cl./Sp/MEO/Lic,63930.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C758-001,Tree Climber/MEO IIA/LIC,63807.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,c758-002,Tree Climber/MEO IIA/LIC,60617.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C762-001,HVAC Technician,59884.00
2017,Community Maintenance and Development,Public Works,Public Buildings,C762-002,HVAC Technician,48005.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C763-001,Working Sup./Skilled Lab/SpMEO,62200.00
2017,Community Maintenance and Development,Public Works,Cemetery,C763-002,Working Sup./Skilled Lab/SpMEO,62200.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C763-003,Working Sup./Skilled Lab/SpMEO,62200.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C764-002,Forestry Worker/MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C766-002,Sewer Cleaner/MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C766-003,Sewer Cleaner/MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C766-004,Sewer Cleaner/MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C766-005,Sewer Cleaner/MEO IIA,55412.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C767-001,Wrkg Superv/Forestry Wk/MEOIIA,62200.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C768-001,MEO IIA,54695.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C768-002,MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,C768-003,MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,C768-004,MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C768-005,MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C768-006,MEO IIA,55153.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C768-007,MEO IIA,58319.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,C770-002,Forestry Worker/MEOIIA/License,58493.00
2017,Community Maintenance and Development,Public Works,Public Buildings,J101-001,Public Works Supervisor,74792.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,J101-003,Public Works Supervisor,74792.00
2017,Community Maintenance and Development,Public Works,Solid Waste,J101-005,Public Works Supervisor,74792.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,J101-007,Public Works Supervisor,74792.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,J101-008,Public Works Supervisor,74792.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,J101-009,Public Works Supervisor,74792.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,J101-010,Public Works Supervisor,74792.00
2017,Community Maintenance and Development,Public Works,Solid Waste,J105-001,Supervisor of Solid Waste Oper,78271.00
2017,Community Maintenance and Development,Public Works,Engineering,J106-701,Engineer II/CA,86219.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,J201-001,Public Works Supervisor/Lic.,79391.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,J305-001,Construction/Utility Inspector,73991.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,J305-002,Construction/Utility Inspector,75758.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,M038-702,Supervising Engineer,99853.00
2017,Community Maintenance and Development,Public Works,Conservation Commission,M041-702,Dir/Conservation Comm,85382.00
2017,Community Maintenance and Development,Public Works,Engineering,M043-701,Senior Engineer/CA,95621.00
2017,Community Maintenance and Development,Public Works,Engineering,M043-703,Senior Engineer/CA,95621.00
2017,Community Maintenance and Development,Public Works,Cemetery,M045-001,Superintendent/Cemeteries,98513.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,M046-001,Supt/Streets & Bridges,106979.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,M055-001,Permit Coordinator,78264.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,M063-701,Sr.Wastewater/Hydraulic Eng.,94281.00
2017,Community Maintenance and Development,Public Works,Administration,M071-701,Fiscal Director/DPW,106475.00
2017,Community Maintenance and Development,Public Works,Engineering,M077-701,Engineer,86722.00
2017,Community Maintenance and Development,Public Works,Engineering,M077-702,Engineer,86722.00
2017,Community Maintenance and Development,Public Works,Public Buildings,M080-001,Supervisor Of Build Oper,85382.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,M083-001,Superintendent Of Parks,100644.00
2017,Community Maintenance and Development,Public Works,Engineering,M096-701,Supervising Engineer,97564.00
2017,Community Maintenance and Development,Public Works,Administration,M160-701,Deputy Commissioner,136369.00
2017,Community Maintenance and Development,Public Works,Administration,M163-001,Accounts Analyst,48191.00
2017,Community Maintenance and Development,Public Works,Solid Waste,M194-701,Refuse & Parks Inspector,68707.00
2017,Community Maintenance and Development,Public Works,Administration,M207-001,Asst Commissioner for Admin,121330.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,M246-701,Proj Admin/Landscape,72959.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,M258-001,Landscape Administrator,74854.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,m259-701,Assistant Parks Superintenden,90687.00
2017,Community Maintenance and Development,Public Works,Solid Waste,M260-701,Waste Reduction Program Mgr,53645.00
2017,Community Maintenance and Development,Public Works,Administration,M271-001,Payroll Analyst,59381.00
2017,Community Maintenance and Development,Public Works,Engineering,M280-701,Director/Eng Svs Supt/Sewers,108817.00
2017,Community Maintenance and Development,Public Works,Administration,M321-001,Info Syst Manager/Pwd,98513.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,M339-001,Admin Asst/Permits/Pwd,56868.00
2017,Community Maintenance and Development,Public Works,Administration,M340-001,DPW Project Administrator,68891.00
2017,Community Maintenance and Development,Public Works,Engineering,M340-002,DPW Project Administrator,66799.00
2017,Community Maintenance and Development,Public Works,Engineering,M367-701,GIS Specialist/Engineering,79743.00
2017,Community Maintenance and Development,Public Works,Engineering,M408-701,Project Manager/DPW,95621.00
2017,Community Maintenance and Development,Public Works,Administration,M420-001,Operations Manager,77285.00
2017,Community Maintenance and Development,Public Works,Administration,M422-001,Community Relations Manager,83058.00
2017,Community Maintenance and Development,Public Works,Engineering,M429-001,Project Manager/Engineering,95621.00
2017,Community Maintenance and Development,Public Works,Engineering,M429-002,Project Manager/Engineering,95621.00
2017,Community Maintenance and Development,Public Works,Solid Waste,M468-001,Director of Recycling,85382.00
2017,Community Maintenance and Development,Public Works,Solid Waste,M483-001,Recycling Program Manager,56556.00
2017,Community Maintenance and Development,Public Works,Public Buildings,M523-701,Project Asst/Pwd,52165.00
2017,Community Maintenance and Development,Public Works,Administration,M595-701,Human Resources Mngr/DPW,81503.00
2017,Community Maintenance and Development,Public Works,Public Buildings,M600-001,Building Services Manager,90687.00
2017,Community Maintenance and Development,Public Works,Public Buildings,M603-701,Superintendent of Buildings,98513.00
2017,Community Maintenance and Development,Public Works,Solid Waste,M605-001,Environmental Services Manager,100765.00
2017,Community Maintenance and Development,Public Works,Public Buildings,M606-701,Supervisor of Building Systems,90687.00
2017,Community Maintenance and Development,Public Works,Parks & Urban Forestry,M618-701,City Arborist,90687.00
2017,Community Maintenance and Development,Public Works,Vehicle Maintenance & Off-Hours,M623-002,Master Mechanic,98559.00
2017,Community Maintenance and Development,Public Works,Public Buildings,M703-701,Facilities Supervisor,54773.00
2017,Community Maintenance and Development,Public Works,Engineering,M798-701,Asst Commissioner for Eng.,131554.00
2017,Community Maintenance and Development,Public Works,Administration,M903-701,Fiscal Project Manager,80390.00
2017,Community Maintenance and Development,Public Works,Street & Sewer Maintenance,M904-701,Compliance Officer,68707.00
2017,Community Maintenance and Development,Public Works,Solid Waste,M904-702,Compliance Officer,68707.00
2017,Community Maintenance and Development,Public Works,Administration,M905-701,Accounting Manager,68218.00
2017,Community Maintenance and Development,Public Works,Administration,M909-701,Energy & Sustainability Analys,46001.00
2017,Community Maintenance and Development,Public Works,Engineering,M910-701,DPW Clerk of the Works,86722.00
2017,Community Maintenance and Development,Public Works,Engineering,M910-702,DPW Clerk of the Works,76297.00
2017,Community Maintenance and Development,Public Works,Administration,O005-701,Commissioner/Public Works,168169.00
2017,General Government,Public Celebrations,Cambridge Arts Council,M030-701,Dir/Arts Council/Pub Cele,83077.00
2017,General Government,Public Celebrations,Cambridge Arts Council,M513-701,Dir/Public Arts Programm,67912.00
2017,General Government,Public Celebrations,Cambridge Arts Council,M514-701,Director of Art Conservation,41549.00
2017,General Government,Public Celebrations,Cambridge Arts Council,M515-701,Public Arts Administrator,56868.00
2017,General Government,Public Celebrations,Cambridge Arts Council,M524-701,Dir/Marketing & PR  Arts,31853.00
2017,General Government,Public Celebrations,Cambridge Arts Council,M597-701,Events Producer/CommArtsDir,62867.00
2017,Public Safety,Police,Commissioner's Office,A108-706,Student Intern/Police,16075.00
2017,Public Safety,Police,Administration,A108-707,Student Intern/Police,30141.00
2017,Public Safety,Police,Criminal Investigations,A108-708,Student Intern/Police,30141.00
2017,Public Safety,Police,Technical Services,A108-710,Student Intern/Police,30141.00
2017,Public Safety,Police,Administration,A109-001,Motor Equipment Repairman Help,35276.00
2017,Public Safety,Police,Administration,A136-701,Police Mechanic,54963.00
2017,Public Safety,Police,Administration,A495-701,Latent Fingerprint Examiner,60769.00
2017,Public Safety,Police,Administration,A496-001,Property Clerk/Armorer,51912.00
2017,Public Safety,Police,Administration,A496-002,Property Clerk/Armorer,51912.00
2017,Public Safety,Police,Administration,C092-702,Records Administrator/Police,51980.00
2017,Public Safety,Police,Criminal Investigations,C110-012,Sr Clerk & Typist,45842.00
2017,Public Safety,Police,Patrol,C110-013,Sr Clerk & Typist,45842.00
2017,Public Safety,Police,Administration,C113-149,Clerk & Typist,43528.00
2017,Public Safety,Police,Administration,C113-152,Clerk & Typist,43528.00
2017,Public Safety,Police,Administration,C113-154,Clerk & Typist,43528.00
2017,Public Safety,Police,Administration,C113-155,Clerk & Typist,43528.00
2017,Public Safety,Police,Administration,C117-050,Clerk/Clerical Aide,38619.00
2017,Public Safety,Police,Administration,C168-001,Jr Accountant,52019.00
2017,Public Safety,Police,"Planning, Budget & Personnel",C171-711,Sr Account Clerk,45404.00
2017,Public Safety,Police,Administration,C176-016,Account Clerk,45842.00
2017,Public Safety,Police,"Planning, Budget & Personnel",C192-701,Payroll Coordinator,55272.00
2017,Public Safety,Police,Administration,M008-701,Fleet Manager,97604.00
2017,Public Safety,Police,Commissioner's Office,M042-001,Executive Asst./Police Comm.,73317.00
2017,Public Safety,Police,Training,M072-001,Training Coordinator/Pol,75662.00
2017,Public Safety,Police,Commissioner's Office,M087-701,Spec.Asst.City Solic/Legal,102670.00
2017,Public Safety,Police,"Planning, Budget & Personnel",M099-702,Assistant Fiscal Director,93691.00
2017,Public Safety,Police,Administration,M100-701,Assistant Fleet Manager,63190.00
2017,Public Safety,Police,"Planning, Budget & Personnel",m101-701,Grants Administrator/Police,53694.00
2017,Public Safety,Police,"Planning, Budget & Personnel",M102-701,Dir.of Commun. & Media Rel.,83058.00
2017,Public Safety,Police,"Planning, Budget & Personnel",M133-001,Chief Admin Officer/Police,120366.00
2017,Public Safety,Police,Technical Services,M156-703,System Administrator,98513.00
2017,Public Safety,Police,Criminal Investigations,M164-701,Domestic Viol/Prog Asst,64409.00
2017,Public Safety,Police,"Planning, Budget & Personnel",M181-003,Personnel Analyst,68891.00
2017,Public Safety,Police,Professional Standards,M210-701,Case Manager,36331.00
2017,Public Safety,Police,Technical Services,M322-701,Info Syst Manager/Police,104059.00
2017,Public Safety,Police,Technical Services,M323-704,Info Syst Specialist/Pub Safet,87005.00
2017,Public Safety,Police,Criminal Investigations,M337-701,Licensed Social Worker/Police,83946.00
2017,Public Safety,Police,Commissioner's Office,M479-701,Police Commissioner,230539.00
2017,Public Safety,Police,Technical Services,M480-701,Strategic Analysis Coordinator,89236.00
2017,Public Safety,Police,Administration,M481-701,Forensic Identification Spec.,73362.00
2017,Public Safety,Police,Community Relations,M484-701,Dir of Outreach & Comm. Prog.,72612.00
2017,Public Safety,Police,Technical Services,M487-002,Crime Analyst III,54184.00
2017,Public Safety,Police,Technical Services,M490-701,Senior Crime Analyst,63979.00
2017,Public Safety,Police,Administration,M492-701,Superintendent/Police,138174.00
2017,Public Safety,Police,Patrol,M492-702,Superintendent/Police,138174.00
2017,Public Safety,Police,Criminal Investigations,M493-701,Deputy Superintendent/Pol,128463.00
2017,Public Safety,Police,Patrol,M493-702,Deputy Superintendent/Pol,132570.00
2017,Public Safety,Police,Patrol,M493-703,Deputy Superintendent/Pol,128463.00
2017,Public Safety,Police,Patrol,M493-705,Deputy Superintendent/Pol,132570.00
2017,Public Safety,Police,Professional Standards,M493-706,Deputy Superintendent/Pol,128463.00
2017,Public Safety,Police,Administration,M493-707,Deputy Superintendent/Pol,128463.00
2017,Public Safety,Police,Patrol,M604-701,Facility Manager/Police,90687.00
2017,Public Safety,Police,Technical Services,M911-001,Crime Analyst I,50691.00
2017,Public Safety,Police,Administration,P465-003,Police Officer,72048.00
2017,Public Safety,Police,Patrol,P465-004,Police Officer,76364.00
2017,Public Safety,Police,Patrol,P465-005,Police Officer,60993.00
2017,Public Safety,Police,Community Relations,P465-007,Police Officer,75992.00
2017,Public Safety,Police,Traffic Enforcement,P465-008,Police Officer,73143.00
2017,Public Safety,Police,Patrol,P465-009,Police Officer,74777.00
2017,Public Safety,Police,Patrol,P465-010,Police Officer,74481.00
2017,Public Safety,Police,Patrol,P465-011,Police Officer,76441.00
2017,Public Safety,Police,Youth & Family Services,P465-012,Police Officer,76660.00
2017,Public Safety,Police,Criminal Investigations,P465-014,Police Officer,76441.00
2017,Public Safety,Police,Traffic Enforcement,P465-015,Police Officer,76441.00
2017,Public Safety,Police,Criminal Investigations,P465-017,Police Officer,72475.00
2017,Public Safety,Police,Patrol,P465-019,Police Officer,72928.00
2017,Public Safety,Police,Community Relations,P465-022,Police Officer,76660.00
